body_path,epic_id,epic_title,id,item_type,labels,milestone,priority,project_view,recommended_action,status,title,track_id
.github/generated-issues/053-add-dashboard-views-for-source-validation-and-data-quality-checks.md,DQ-001,Data quality and evidence readiness gates,project_issue_053_add_dashboard_views_for_source_validation_and_data_quality_checks,issue,"[""type:dashboard"", ""type:data-quality"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add dashboard views for source validation and data-quality checks,
.github/generated-issues/054-add-source-specific-record-count-and-schema-validators-after-first-real-downloads.md,DQ-001,Data quality and evidence readiness gates,project_issue_054_add_source_specific_record_count_and_schema_validators_after_first_real_downloads,issue,"[""type:parser"", ""type:data-quality"", ""phase:implementation"", ""status:implemented""]",M3 policy demonstrators,unknown,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add source-specific record-count and schema validators after first real downloads,
.github/generated-issues/055-generate-evidence-readiness-matrix-for-each-protocolled-research-question.md,EVID-017,"Evidence readiness, source drift and data dictionary gates",project_issue_055_generate_evidence_readiness_matrix_for_each_protocolled_research_question,issue,"[""type:data-quality"", ""phase:release-gate"", ""status:implemented""]",M2 release hardening,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate evidence-readiness matrix for each protocolled research question,
.github/generated-issues/056-add-source-schema-drift-reporting-to-release-readiness.md,EVID-017,"Evidence readiness, source drift and data dictionary gates",project_issue_056_add_source_schema_drift_reporting_to_release_readiness,issue,"[""type:data-quality"", ""phase:release-gate"", ""status:implemented""]",M2 release hardening,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add source/schema drift reporting to release readiness,
.github/generated-issues/057-generate-public-artefact-data-dictionary-for-hugging-face-and-osf-outputs.md,EVID-017,"Evidence readiness, source drift and data dictionary gates",project_issue_057_generate_public_artefact_data_dictionary_for_hugging_face_and_osf_outputs,issue,"[""type:publication"", ""phase:release-gate"", ""status:implemented""]",M2 release hardening,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate public artefact data dictionary for Hugging Face and OSF outputs,
.github/generated-issues/058-expand-osf-protocols-and-report-scaffolds-with-required-sections.md,EVID-017,"Evidence readiness, source drift and data dictionary gates",project_issue_058_expand_osf_protocols_and_report_scaffolds_with_required_sections,issue,"[""type:research"", ""type:osf"", ""status:implemented""]",M0 project setup,unknown,Research & OSF,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Expand OSF protocols and report scaffolds with required sections,
.github/generated-issues/059-add-source-specific-contract-validation-before-reviewed-source-bundle-parsing.md,HANDOFF-018,Final local continuation and GitHub Project handoff gates,project_issue_059_add_source_specific_contract_validation_before_reviewed_source_bundle_parsing,issue,"[""type:data-quality"", ""type:parser"", ""phase:handoff"", ""status:implemented""]",M0 project setup,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add source-specific contract validation before reviewed-source bundle parsing,
.github/generated-issues/060-generate-github-project-import-rows-from-conductor-tracks-and-issue-drafts.md,HANDOFF-018,Final local continuation and GitHub Project handoff gates,project_issue_060_generate_github_project_import_rows_from_conductor_tracks_and_issue_drafts,issue,"[""type:repo-automation"", ""type:project"", ""phase:handoff"", ""status:implemented""]",M0 project setup,unknown,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate GitHub Project import rows from Conductor tracks and issue drafts,
.github/generated-issues/061-generate-final-network-credential-and-review-handoff-checklist.md,HANDOFF-018,Final local continuation and GitHub Project handoff gates,project_issue_061_generate_final_network_credential_and_review_handoff_checklist,issue,"[""type:release"", ""type:handoff"", ""phase:handoff"", ""status:implemented""]",M0 project setup,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate final network credential and review handoff checklist,
.github/generated-issues/062-expose-source-contracts-github-project-rows-and-final-handoff-tasks-in-dashboard.md,HANDOFF-018,Final local continuation and GitHub Project handoff gates,project_issue_062_expose_source_contracts_github_project_rows_and_final_handoff_tasks_in_dashboard,issue,"[""type:dashboard"", ""phase:handoff"", ""status:implemented""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Expose source contracts GitHub Project rows and final handoff tasks in dashboard,
.github/generated-issues/063-add-codex-import-prompt-for-git-bundle-restoration-and-track-execution.md,HANDOFF-019,Codex bundle import and full track execution handoff,project_issue_063_add_codex_import_prompt_for_git_bundle_restoration_and_track_execution,issue,"[""type:handoff"", ""type:repo-automation"", ""phase:handoff"", ""status:implemented""]",M0 project setup,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add Codex import prompt for git bundle restoration and track execution,
.github/generated-issues/064-verify-codex-continuation-process-regenerates-conductor-issue-and-project-outputs.md,HANDOFF-019,Codex bundle import and full track execution handoff,project_issue_064_verify_codex_continuation_process_regenerates_conductor_issue_and_project_outputs,issue,"[""type:project"", ""type:repo-automation"", ""phase:handoff"", ""status:implemented""]",M0 project setup,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Verify Codex continuation process regenerates Conductor issue and project outputs,
.github/generated-issues/065-ensure-continuation-agents-record-blockers-rather-than-marking-unavailable-gates-green.md,HANDOFF-019,Codex bundle import and full track execution handoff,project_issue_065_ensure_continuation_agents_record_blockers_rather_than_marking_unavailable_gates_green,issue,"[""type:quality-gate"", ""type:release"", ""phase:handoff"", ""status:implemented""]",M0 project setup,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Ensure continuation agents record blockers rather than marking unavailable gates green,
.github/generated-issues/066-make-actionlint-and-zizmor-blocking-protected-branch-checks.md,SEC-020,Continuous security assurance and branch enforcement,project_issue_066_make_actionlint_and_zizmor_blocking_protected_branch_checks,issue,"[""type:security"", ""type:supply-chain"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,must,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Make actionlint and zizmor blocking protected-branch checks,
.github/generated-issues/067-scan-complete-git-history-for-committed-secrets.md,SEC-020,Continuous security assurance and branch enforcement,project_issue_067_scan_complete_git_history_for_committed_secrets,issue,"[""type:security"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,must,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Scan complete Git history for committed secrets,
.github/generated-issues/068-verify-reproducible-python-release-artefacts-in-ci.md,SEC-020,Continuous security assurance and branch enforcement,project_issue_068_verify_reproducible_python_release_artefacts_in_ci,issue,"[""type:supply-chain"", ""type:release"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Verify reproducible Python release artefacts in CI,
.github/generated-issues/069-require-security-and-harness-contexts-in-branch-protection.md,SEC-020,Continuous security assurance and branch enforcement,project_issue_069_require_security_and_harness_contexts_in_branch_protection,issue,"[""type:security"", ""type:repo-automation"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,must,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Require security and harness contexts in branch protection,
.github/generated-issues/070-run-property-integration-and-end-to-end-harnesses-as-separate-ci-lanes.md,HARNESS-021,Layered harness engineering and deterministic regeneration,project_issue_070_run_property_integration_and_end_to_end_harnesses_as_separate_ci_lanes,issue,"[""type:test"", ""type:automation"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Run property integration and end-to-end harnesses as separate CI lanes,
.github/generated-issues/071-enforce-deterministic-generated-output-regeneration.md,HARNESS-021,Layered harness engineering and deterministic regeneration,project_issue_071_enforce_deterministic_generated_output_regeneration,issue,"[""type:test"", ""type:reproducibility"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Enforce deterministic generated-output regeneration,
.github/generated-issues/072-bound-mutation-testing-with-timeouts-and-cancellation.md,HARNESS-021,Layered harness engineering and deterministic regeneration,project_issue_072_bound_mutation_testing_with_timeouts_and_cancellation,issue,"[""type:test"", ""type:mutation"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Bound mutation testing with timeouts and cancellation,
.github/generated-issues/073-public-product-citation-and-dashboard-maturity.md,PUBLIC-022,"Public product, citation and dashboard maturity",project_issue_073_public_product_citation_and_dashboard_maturity,issue,"[""type:track"", ""type:dashboard"", ""type:publication"", ""priority:must"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,"Public product, citation and dashboard maturity",track_public_product_citation_dashboard
.github/generated-issues/074-implement-robust-source-download-command-with-curl-wget-api-fallbacks.md,TRACK_LIVE_SOURCE_INGESTION,Evidence-grade live source ingestion,project_issue_074_implement_robust_source_download_command_with_curl_wget_api_fallbacks,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:cli"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement robust source download command with curl/wget/API fallbacks,track_live_source_ingestion
.github/generated-issues/075-maintain-source-snapshot-provenance-for-all-reviewed-downloads.md,TRACK_LIVE_SOURCE_INGESTION,Evidence-grade live source ingestion,project_issue_075_maintain_source_snapshot_provenance_for_all_reviewed_downloads,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:cli"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Maintain source snapshot provenance for all reviewed downloads,track_live_source_ingestion
.github/generated-issues/076-maintain-source-drift-and-schema-diff-reports-as-release-gates.md,TRACK_LIVE_SOURCE_INGESTION,Evidence-grade live source ingestion,project_issue_076_maintain_source_drift_and_schema_diff_reports_as_release_gates,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Maintain source drift and schema diff reports as release gates,track_live_source_ingestion
.github/generated-issues/077-implement-mojo-fixed-width-tokenizer-kernel-and-python-parity-test.md,TRACK_RUNTIME_MOJO_PYTHON314,Mojo-first runtime and Python 3.14 compatibility,project_issue_077_implement_mojo_fixed_width_tokenizer_kernel_and_python_parity_test,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:mojo_kernel"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement Mojo fixed-width tokenizer kernel and Python parity test,track_runtime_mojo_python314
.github/generated-issues/078-prototype-mojo-fuzzy-prefilter-for-large-crosswalk-candidate-sets.md,TRACK_RUNTIME_MOJO_PYTHON314,Mojo-first runtime and Python 3.14 compatibility,project_issue_078_prototype_mojo_fuzzy_prefilter_for_large_crosswalk_candidate_sets,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:mojo_kernel"", ""status:prototype""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Prototype Mojo fuzzy prefilter for large crosswalk candidate sets,track_runtime_mojo_python314
.github/generated-issues/079-add-python-3-14-ci-matrix-and-keep-sandbox-fallback-documented.md,TRACK_RUNTIME_MOJO_PYTHON314,Mojo-first runtime and Python 3.14 compatibility,project_issue_079_add_python_3_14_ci_matrix_and_keep_sandbox_fallback_documented,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add Python 3.14 CI matrix and keep sandbox fallback documented,track_runtime_mojo_python314
.github/generated-issues/080-generate-osf-protocol-pack-from-research-question-registry.md,TRACK_RESEARCH_PROTOCOLS_OSF,OSF research protocol and report workflow,project_issue_080_generate_osf_protocol_pack_from_research_question_registry,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate OSF protocol pack from research question registry,track_research_protocols_osf
.github/generated-issues/081-add-token-gated-osf-api-publication-workflow.md,TRACK_RESEARCH_PROTOCOLS_OSF,OSF research protocol and report workflow,project_issue_081_add_token_gated_osf_api_publication_workflow,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:github_action"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add token-gated OSF API publication workflow,track_research_protocols_osf
.github/generated-issues/082-implement-conditional-hugging-face-dataset-publication-workflow.md,TRACK_PUBLICATION_HF_SPACES,Hugging Face dataset and Spaces publication,project_issue_082_implement_conditional_hugging_face_dataset_publication_workflow,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement conditional Hugging Face dataset publication workflow,track_publication_hf_spaces
.github/generated-issues/083-implement-conditional-hugging-face-space-deployment-workflow.md,TRACK_PUBLICATION_HF_SPACES,Hugging Face dataset and Spaces publication,project_issue_083_implement_conditional_hugging_face_space_deployment_workflow,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement conditional Hugging Face Space deployment workflow,track_publication_hf_spaces
.github/generated-issues/084-add-frictionless-data-package-generator.md,TRACK_DATA_PACKAGING_STANDARDS,Research-data packaging standards,project_issue_084_add_frictionless_data_package_generator,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add Frictionless Data Package generator,track_data_packaging_standards
.github/generated-issues/085-add-ro-crate-metadata-generator.md,TRACK_DATA_PACKAGING_STANDARDS,Research-data packaging standards,project_issue_085_add_ro_crate_metadata_generator,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add RO-Crate metadata generator,track_data_packaging_standards
.github/generated-issues/086-add-dcat-json-ld-export.md,TRACK_DATA_PACKAGING_STANDARDS,Research-data packaging standards,project_issue_086_add_dcat_json_ld_export,issue,"[""type:roadmap-function"", ""priority:could"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,could,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add DCAT JSON-LD export,track_data_packaging_standards
.github/generated-issues/087-build-dashboard-mapping-adjudication-views.md,TRACK_MAPPING_WORKBENCH,Human-in-the-loop mapping workbench,project_issue_087_build_dashboard_mapping_adjudication_views,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:dashboard"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Build dashboard mapping adjudication views,track_mapping_workbench
.github/generated-issues/088-add-mapping-gold-standard-and-negative-control-datasets.md,TRACK_MAPPING_WORKBENCH,Human-in-the-loop mapping workbench,project_issue_088_add_mapping_gold_standard_and_negative_control_datasets,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add mapping gold-standard and negative-control datasets,track_mapping_workbench
.github/generated-issues/089-automate-github-action-sha-pinning.md,TRACK_CI_CD_SUPPLY_CHAIN,CI/CD and supply-chain hardening,project_issue_089_automate_github_action_sha_pinning,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Automate GitHub Action SHA pinning,track_ci_cd_supply_chain
.github/generated-issues/090-add-consumer-side-artifact-attestation-verification.md,TRACK_CI_CD_SUPPLY_CHAIN,CI/CD and supply-chain hardening,project_issue_090_add_consumer_side_artifact_attestation_verification,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:github_action"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add consumer-side artifact attestation verification,track_ci_cd_supply_chain
.github/generated-issues/091-implement-genomics-pathology-policy-demonstrator.md,TRACK_POLICY_DEMONSTRATORS,First policy demonstrators,project_issue_091_implement_genomics_pathology_policy_demonstrator,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement genomics/pathology policy demonstrator,track_policy_demonstrators
.github/generated-issues/092-implement-cognitive-versus-procedural-relativity-analysis.md,TRACK_POLICY_DEMONSTRATORS,First policy demonstrators,project_issue_092_implement_cognitive_versus_procedural_relativity_analysis,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement cognitive versus procedural relativity analysis,track_policy_demonstrators
.github/generated-issues/093-implement-medicine-price-opacity-scorecard.md,TRACK_POLICY_DEMONSTRATORS,First policy demonstrators,project_issue_093_implement_medicine_price_opacity_scorecard,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement medicine price-opacity scorecard,track_policy_demonstrators
.github/generated-issues/094-generate-protocol-status-gate-for-osf-research-outputs.md,TRACK_RESEARCH_PROTOCOLS_OSF,OSF research protocol and report workflow,project_issue_094_generate_protocol_status_gate_for_osf_research_outputs,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate protocol-status gate for OSF research outputs,track_research_protocols_osf
.github/generated-issues/095-harden-source-download-commands-with-quoting-retry-resume-and-sidecar-metadata.md,TRACK_LIVE_SOURCE_INGESTION,Evidence-grade live source ingestion,project_issue_095_harden_source_download_commands_with_quoting_retry_resume_and_sidecar_metadata,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:cli"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,"Harden source download commands with quoting, retry, resume and sidecar metadata",track_live_source_ingestion
.github/generated-issues/099-generate-evidence-readiness-matrix-for-each-research-question.md,TRACK_DATA_QUALITY_EVIDENCE,"Data quality, source validation and evidence readiness",project_issue_099_generate_evidence_readiness_matrix_for_each_research_question,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate evidence-readiness matrix for each research question,track_data_quality_evidence
.github/generated-issues/102-correct-and-schema-validate-citation-cff.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_102_correct_and_schema_validate_citation_cff,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Correct and schema-validate CITATION.cff,track_public_product_citation_dashboard
.github/generated-issues/103-rewrite-readme-for-current-product-state-and-citation-guidance.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_103_rewrite_readme_for_current_product_state_and_citation_guidance,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Rewrite README for current product state and citation guidance,track_public_product_citation_dashboard
.github/generated-issues/104-deploy-the-static-dashboard-to-github-pages-and-mirror-to-hugging-face-spaces.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_104_deploy_the_static_dashboard_to_github_pages_and_mirror_to_hugging_face_spaces,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Deploy the static dashboard to GitHub Pages and mirror to Hugging Face Spaces,track_public_product_citation_dashboard
.github/generated-issues/105-build-an-executive-dashboard-overview-with-readiness-and-blocker-kpis.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_105_build_an_executive_dashboard_overview_with_readiness_and_blocker_kpis,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:dashboard"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Build an executive dashboard overview with readiness and blocker KPIs,track_public_product_citation_dashboard
.github/generated-issues/106-add-dashboard-search-filters-downloads-and-stable-deep-links.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_106_add_dashboard_search_filters_downloads_and_stable_deep_links,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:dashboard"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add dashboard search filters downloads and stable deep links,track_public_product_citation_dashboard
.github/generated-issues/107-add-dashboard-provenance-and-mapping-evidence-drill-down.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_107_add_dashboard_provenance_and_mapping_evidence_drill_down,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:dashboard"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add dashboard provenance and mapping-evidence drill-down,track_public_product_citation_dashboard
.github/generated-issues/108-add-dashboard-accessibility-performance-and-visual-regression-gates.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_108_add_dashboard_accessibility_performance_and_visual_regression_gates,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add dashboard accessibility performance and visual regression gates,track_public_product_citation_dashboard
.github/generated-issues/109-publish-machine-readable-project-status-and-readiness-badges.md,TRACK_PUBLIC_PRODUCT_CITATION_DASHBOARD,"Public product, citation and dashboard maturity",project_issue_109_publish_machine_readable_project_status_and_readiness_badges,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:data_pipeline"", ""status:implemented""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Publish machine-readable project status and readiness badges,track_public_product_citation_dashboard
.github/generated-issues/110-add-documentation-freshness-and-claim-validation-gate.md,TRACK_CI_CD_SUPPLY_CHAIN,CI/CD and supply-chain hardening,project_issue_110_add_documentation_freshness_and_claim_validation_gate,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add documentation freshness and claim-validation gate,track_ci_cd_supply_chain
.github/generated-issues/111-create-signed-release-and-zenodo-doi-after-publication-approval.md,TRACK_DATA_PACKAGING_STANDARDS,Research-data packaging standards,project_issue_111_create_signed_release_and_zenodo_doi_after_publication_approval,issue,"[""type:roadmap-function"", ""priority:should"", ""interface:github_action"", ""status:planned""]",M0 project setup,should,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Create signed release and Zenodo DOI after publication approval,track_data_packaging_standards
