body_path,epic_id,epic_title,id,item_type,labels,milestone,priority,project_view,recommended_action,status,title,track_id
.github/generated-issues/112-expand-reviewed-coverage-with-historical-mbs-and-pbs-bundles.md,TRACK_LIVE_SOURCE_INGESTION,Evidence-grade live source ingestion,project_issue_112_expand_reviewed_coverage_with_historical_mbs_and_pbs_bundles,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:data_pipeline"", ""status:planned""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Expand reviewed coverage with historical MBS and PBS bundles,track_live_source_ingestion
.github/generated-issues/113-add-idempotent-manifest-driven-osf-synchronization.md,TRACK_RESEARCH_PROTOCOLS_OSF,OSF research protocol and report workflow,project_issue_113_add_idempotent_manifest_driven_osf_synchronization,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:cli"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add idempotent manifest-driven OSF synchronization,track_research_protocols_osf
.github/generated-issues/113-onboard-dataset-candidate-cms-medicare-coverage-database-downloads.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_113_onboard_dataset_candidate_cms_medicare_coverage_database_downloads,issue,"[""type:data-source"", ""priority:must"", ""phase:future""]",M4 expansion roadmap,must,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: CMS Medicare Coverage Database downloads,
.github/generated-issues/114-onboard-dataset-candidate-cms-hospital-price-transparency-mrfs.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_114_onboard_dataset_candidate_cms_hospital_price_transparency_mrfs,issue,"[""type:data-source"", ""priority:should"", ""phase:future""]",M4 expansion roadmap,should,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: CMS Hospital Price Transparency MRFs,
.github/generated-issues/115-onboard-dataset-candidate-transparency-in-coverage-mrfs.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_115_onboard_dataset_candidate_transparency_in_coverage_mrfs,issue,"[""type:data-source"", ""priority:could"", ""phase:future""]",M4 expansion roadmap,could,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: Transparency in Coverage MRFs,
.github/generated-issues/116-onboard-dataset-candidate-cms-open-payments.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_116_onboard_dataset_candidate_cms_open_payments,issue,"[""type:data-source"", ""priority:could"", ""phase:future""]",M4 expansion roadmap,could,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: CMS Open Payments,
.github/generated-issues/117-onboard-dataset-candidate-oecd-health-statistics.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_117_onboard_dataset_candidate_oecd_health_statistics,issue,"[""type:data-source"", ""priority:must"", ""phase:future""]",M4 expansion roadmap,must,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: OECD Health Statistics,
.github/generated-issues/118-onboard-dataset-candidate-who-global-health-expenditure-database.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_118_onboard_dataset_candidate_who_global_health_expenditure_database,issue,"[""type:data-source"", ""priority:must"", ""phase:future""]",M4 expansion roadmap,must,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: WHO Global Health Expenditure Database,
.github/generated-issues/119-onboard-dataset-candidate-world-bank-wdi-health-expenditure-indicators.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_119_onboard_dataset_candidate_world_bank_wdi_health_expenditure_indicators,issue,"[""type:data-source"", ""priority:should"", ""phase:future""]",M4 expansion roadmap,should,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: World Bank WDI health expenditure indicators,
.github/generated-issues/120-onboard-dataset-candidate-sus-sigtap.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_120_onboard_dataset_candidate_sus_sigtap,issue,"[""type:data-source"", ""priority:should"", ""phase:future""]",M4 expansion roadmap,should,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: SUS SIGTAP,
.github/generated-issues/121-onboard-dataset-candidate-fonasa-arancel-and-pad.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_121_onboard_dataset_candidate_fonasa_arancel_and_pad,issue,"[""type:data-source"", ""priority:could"", ""phase:future""]",M4 expansion roadmap,could,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: FONASA arancel and PAD,
.github/generated-issues/122-onboard-dataset-candidate-cups-procedure-codes.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_122_onboard_dataset_candidate_cups_procedure_codes,issue,"[""type:data-source"", ""priority:could"", ""phase:future""]",M4 expansion roadmap,could,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: CUPS procedure codes,
.github/generated-issues/123-onboard-dataset-candidate-hira-nhi-fee-and-claims-resources.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_123_onboard_dataset_candidate_hira_nhi_fee_and_claims_resources,issue,"[""type:data-source"", ""priority:should"", ""phase:future""]",M4 expansion roadmap,should,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: HIRA/NHI fee and claims resources,
.github/generated-issues/124-onboard-dataset-candidate-nhso-ucs-tariffs-and-drg-resources.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_124_onboard_dataset_candidate_nhso_ucs_tariffs_and_drg_resources,issue,"[""type:data-source"", ""priority:could"", ""phase:future""]",M4 expansion roadmap,could,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: NHSO/UCS tariffs and DRG resources,
.github/generated-issues/125-onboard-dataset-candidate-moh-fee-benchmarks-and-subsidy-lists.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_125_onboard_dataset_candidate_moh_fee_benchmarks_and_subsidy_lists,issue,"[""type:data-source"", ""priority:should"", ""phase:future""]",M4 expansion roadmap,should,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: MOH fee benchmarks and subsidy lists,
.github/generated-issues/126-onboard-dataset-candidate-aihw-health-expenditure-and-mbs-pbs-contextual-tables.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_126_onboard_dataset_candidate_aihw_health_expenditure_and_mbs_pbs_contextual_tables,issue,"[""type:data-source"", ""priority:should"", ""phase:future""]",M4 expansion roadmap,should,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: AIHW health expenditure and MBS/PBS contextual tables,
.github/generated-issues/127-onboard-dataset-candidate-ihme-global-burden-of-disease.md,DATASET-CANDIDATES,Additional dataset and country onboarding,project_issue_127_onboard_dataset_candidate_ihme_global_burden_of_disease,issue,"[""type:data-source"", ""priority:could"", ""phase:future""]",M4 expansion roadmap,could,Sources & ingestion,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Onboard dataset candidate: IHME Global Burden of Disease,
.github/generated-issues/128-complete-protocol-and-report-rq-genomics-coverage-price.md,RESEARCH-QUESTIONS,Protocolled policy research questions,project_issue_128_complete_protocol_and_report_rq_genomics_coverage_price,issue,"[""type:research"", ""type:osf"", ""phase:analysis""]",M3 policy demonstrators,unknown,Research & OSF,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Complete protocol and report: rq_genomics_coverage_price,
.github/generated-issues/129-complete-protocol-and-report-rq-cognitive-procedural.md,RESEARCH-QUESTIONS,Protocolled policy research questions,project_issue_129_complete_protocol_and_report_rq_cognitive_procedural,issue,"[""type:research"", ""type:osf"", ""phase:analysis""]",M3 policy demonstrators,unknown,Research & OSF,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Complete protocol and report: rq_cognitive_procedural,
.github/generated-issues/130-complete-protocol-and-report-rq-medicine-opacity.md,RESEARCH-QUESTIONS,Protocolled policy research questions,project_issue_130_complete_protocol_and_report_rq_medicine_opacity,issue,"[""type:research"", ""type:osf"", ""phase:analysis""]",M3 policy demonstrators,unknown,Research & OSF,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Complete protocol and report: rq_medicine_opacity,
.github/generated-issues/131-complete-protocol-and-report-rq-local-national-coverage.md,RESEARCH-QUESTIONS,Protocolled policy research questions,project_issue_131_complete_protocol_and_report_rq_local_national_coverage,issue,"[""type:research"", ""type:osf"", ""phase:analysis""]",M3 policy demonstrators,unknown,Research & OSF,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Complete protocol and report: rq_local_national_coverage,
.github/generated-issues/132-complete-protocol-and-report-rq-source-transparency.md,RESEARCH-QUESTIONS,Protocolled policy research questions,project_issue_132_complete_protocol_and_report_rq_source_transparency,issue,"[""type:research"", ""type:osf"", ""phase:analysis""]",M3 policy demonstrators,unknown,Research & OSF,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Complete protocol and report: rq_source_transparency,
.github/generated-issues/133-implement-output-plan-out-hf-dataset.md,OUTPUTS,Publication and deployment outputs,project_issue_133_implement_output_plan_out_hf_dataset,issue,"[""type:publication"", ""target:huggingface_dataset""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_hf_dataset,
.github/generated-issues/134-implement-output-plan-out-hf-space.md,OUTPUTS,Publication and deployment outputs,project_issue_134_implement_output_plan_out_hf_space,issue,"[""type:publication"", ""target:huggingface_space""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_hf_space,
.github/generated-issues/135-implement-output-plan-out-osf-protocol-pack.md,OUTPUTS,Publication and deployment outputs,project_issue_135_implement_output_plan_out_osf_protocol_pack,issue,"[""type:publication"", ""target:osf""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_osf_protocol_pack,
.github/generated-issues/136-implement-output-plan-out-osf-reports.md,OUTPUTS,Publication and deployment outputs,project_issue_136_implement_output_plan_out_osf_reports,issue,"[""type:publication"", ""target:osf""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_osf_reports,
.github/generated-issues/137-implement-output-plan-out-preprint-methods.md,OUTPUTS,Publication and deployment outputs,project_issue_137_implement_output_plan_out_preprint_methods,issue,"[""type:publication"", ""target:osf""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_preprint_methods,
.github/generated-issues/138-implement-output-plan-out-ro-crate.md,OUTPUTS,Publication and deployment outputs,project_issue_138_implement_output_plan_out_ro_crate,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_ro_crate,
.github/generated-issues/139-implement-output-plan-out-frictionless.md,OUTPUTS,Publication and deployment outputs,project_issue_139_implement_output_plan_out_frictionless,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_frictionless,
.github/generated-issues/140-implement-output-plan-out-zenodo.md,OUTPUTS,Publication and deployment outputs,project_issue_140_implement_output_plan_out_zenodo,issue,"[""type:publication"", ""target:zenodo""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_zenodo,
.github/generated-issues/141-implement-output-plan-out-api.md,OUTPUTS,Publication and deployment outputs,project_issue_141_implement_output_plan_out_api,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_api,
.github/generated-issues/142-implement-output-plan-out-mcp.md,OUTPUTS,Publication and deployment outputs,project_issue_142_implement_output_plan_out_mcp,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_mcp,
.github/generated-issues/143-implement-output-plan-out-protocol-status.md,OUTPUTS,Publication and deployment outputs,project_issue_143_implement_output_plan_out_protocol_status,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_protocol_status,
.github/generated-issues/144-implement-output-plan-out-evidence-readiness-matrix.md,OUTPUTS,Publication and deployment outputs,project_issue_144_implement_output_plan_out_evidence_readiness_matrix,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_evidence_readiness_matrix,
.github/generated-issues/145-implement-output-plan-out-source-drift-report.md,OUTPUTS,Publication and deployment outputs,project_issue_145_implement_output_plan_out_source_drift_report,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_source_drift_report,
.github/generated-issues/146-implement-output-plan-out-public-data-dictionary.md,OUTPUTS,Publication and deployment outputs,project_issue_146_implement_output_plan_out_public_data_dictionary,issue,"[""type:publication"", ""target:huggingface_dataset""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_public_data_dictionary,
.github/generated-issues/147-implement-output-plan-out-citation-cff.md,OUTPUTS,Publication and deployment outputs,project_issue_147_implement_output_plan_out_citation_cff,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_citation_cff,
.github/generated-issues/148-implement-output-plan-out-public-dashboard.md,OUTPUTS,Publication and deployment outputs,project_issue_148_implement_output_plan_out_public_dashboard,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_public_dashboard,
.github/generated-issues/149-implement-output-plan-out-public-status-manifest.md,OUTPUTS,Publication and deployment outputs,project_issue_149_implement_output_plan_out_public_status_manifest,issue,"[""type:publication"", ""target:github""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_public_status_manifest,
.github/generated-issues/150-implement-output-plan-out-zenodo-release-doi.md,OUTPUTS,Publication and deployment outputs,project_issue_150_implement_output_plan_out_zenodo_release_doi,issue,"[""type:publication"", ""target:zenodo""]",M0 project setup,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Implement output plan: out_zenodo_release_doi,
.github/generated-issues/151-implement-reviewed-osf-registration-lifecycle-and-drift-verification.md,TRACK_RESEARCH_PROTOCOLS_OSF,OSF research protocol and report workflow,project_issue_151_implement_reviewed_osf_registration_lifecycle_and_drift_verification,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:cli"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Implement reviewed OSF registration lifecycle and drift verification,track_research_protocols_osf
.github/generated-issues/152-add-consumer-release-attestation-verification-guide.md,REL-001,Release readiness and architecture gates,project_issue_152_add_consumer_release_attestation_verification_guide,issue,"[""type:security"", ""type:release"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,must,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add consumer release-attestation verification guide,
.github/generated-issues/153-schedule-source-health-and-source-drift-monitoring-with-issue-escalation.md,REL-001,Release readiness and architecture gates,project_issue_153_schedule_source_health_and_source_drift_monitoring_with_issue_escalation,issue,"[""type:data-quality"", ""type:automation"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Schedule source-health and source-drift monitoring with issue escalation,
.github/generated-issues/154-record-redacted-pbs-api-multi-endpoint-acquisition-evidence.md,LIVE-001,Reviewed live-source validation,project_issue_154_record_redacted_pbs_api_multi_endpoint_acquisition_evidence,issue,"[""type:data-quality"", ""type:provenance"", ""type:parser"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Record redacted PBS API multi-endpoint acquisition evidence,
.github/generated-issues/155-pin-and-contract-test-the-stable-osf-cli-command-surface.md,OSF-002,Protocol completeness and OSF release gates,project_issue_155_pin_and_contract_test_the_stable_osf_cli_command_surface,issue,"[""type:osf"", ""type:automation"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Research & OSF,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Pin and contract-test the stable OSF CLI command surface,
.github/generated-issues/156-make-research-package-descriptors-deterministic-and-non-self-referential.md,PUB-001,Publication and dataset release readiness,project_issue_156_make_research_package_descriptors_deterministic_and_non_self_referential,issue,"[""type:publication"", ""type:quality"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Make research package descriptors deterministic and non-self-referential,
.github/generated-issues/157-enable-github-non-provider-secret-pattern-scanning-and-validity-checks.md,SEC-020,Continuous security assurance and branch enforcement,project_issue_157_enable_github_non_provider_secret_pattern_scanning_and_validity_checks,issue,"[""type:security"", ""type:repo-automation"", ""phase:hardening"", ""status:blocked""]",M2 release hardening,must,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,blocked,Enable GitHub non-provider secret-pattern scanning and validity checks,
.github/generated-issues/158-use-interpreter-bound-module-invocation-for-pixi-python-test-tasks.md,HARNESS-021,Layered harness engineering and deterministic regeneration,project_issue_158_use_interpreter_bound_module_invocation_for_pixi_python_test_tasks,issue,"[""type:test"", ""type:automation"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Use interpreter-bound module invocation for Pixi Python test tasks,
.github/generated-issues/159-generate-artifact-level-licence-review-queue-bound-to-publication-checksums.md,EVID-017,"Evidence readiness, source drift and data dictionary gates",project_issue_159_generate_artifact_level_licence_review_queue_bound_to_publication_checksums,issue,"[""type:publication"", ""type:review"", ""risk:licence"", ""phase:release-gate"", ""status:implemented""]",M2 release hardening,must,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Generate artifact-level licence review queue bound to publication checksums,
.github/generated-issues/160-expose-the-checksum-bound-licence-review-queue-in-the-dashboard.md,PUBLIC-022,"Public product, citation and dashboard maturity",project_issue_160_expose_the_checksum_bound_licence_review_queue_in_the_dashboard,issue,"[""type:dashboard"", ""type:review"", ""risk:licence"", ""phase:release-gate"", ""status:implemented""]",M2 release hardening,must,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Expose the checksum-bound licence review queue in the dashboard,track_public_product_citation_dashboard
.github/generated-issues/161-expose-machine-readable-release-blockers-and-next-actions-in-public-status.md,PUBLIC-022,"Public product, citation and dashboard maturity",project_issue_161_expose_machine_readable_release_blockers_and_next_actions_in_public_status,issue,"[""type:dashboard"", ""type:release"", ""phase:release-gate"", ""status:implemented""]",M2 release hardening,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Expose machine-readable release blockers and next actions in public status,track_public_product_citation_dashboard
.github/generated-issues/162-distinguish-partial-source-acquisition-from-complete-handoff-status.md,HANDOFF-018,Final local continuation and GitHub Project handoff gates,project_issue_162_distinguish_partial_source_acquisition_from_complete_handoff_status,issue,"[""type:data-quality"", ""type:handoff"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Distinguish partial source acquisition from complete handoff status,
.github/generated-issues/163-expose-partial-source-acquisition-in-public-status-and-dashboard-blockers.md,HANDOFF-018,Final local continuation and GitHub Project handoff gates,project_issue_163_expose_partial_source_acquisition_in_public_status_and_dashboard_blockers,issue,"[""type:dashboard"", ""type:data-quality"", ""type:handoff"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Expose partial source acquisition in public status and dashboard blockers,
.github/generated-issues/164-enforce-immutable-github-action-references-in-ci.md,TRACK_CI_CD_SUPPLY_CHAIN,CI/CD and supply-chain hardening,project_issue_164_enforce_immutable_github_action_references_in_ci,issue,"[""type:roadmap-function"", ""priority:must"", ""interface:github_action"", ""status:implemented""]",M0 project setup,must,Project backlog,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Enforce immutable GitHub Action references in CI,track_ci_cd_supply_chain
.github/generated-issues/165-add-hugging-face-dataset-card-contract-checks-before-public-release.md,PUB-001,Publication and dataset release readiness,project_issue_165_add_hugging_face_dataset_card_contract_checks_before_public_release,issue,"[""type:publication"", ""type:quality"", ""risk:licence"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,must,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Add Hugging Face dataset-card contract checks before public release,
.github/generated-issues/166-validate-human-licence-decisions-against-checksum-bound-queue-rows.md,EVID-017,"Evidence readiness, source drift and data dictionary gates",project_issue_166_validate_human_licence_decisions_against_checksum_bound_queue_rows,issue,"[""type:publication"", ""type:review"", ""risk:licence"", ""phase:release-gate"", ""status:implemented""]",M2 release hardening,must,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Validate human licence decisions against checksum-bound queue rows,
.github/generated-issues/167-normalize-apache-2-0-code-licence-metadata-and-source-data-notice-boundary.md,REL-001,Release readiness and architecture gates,project_issue_167_normalize_apache_2_0_code_licence_metadata_and_source_data_notice_boundary,issue,"[""type:release"", ""type:licence"", ""type:automation"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,unknown,Quality & release gates,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Normalize Apache-2.0 code licence metadata and source-data NOTICE boundary,
.github/generated-issues/168-rebind-the-required-zizmor-check-to-the-repository-owned-workflow-app.md,REL-001,Release readiness and architecture gates,project_issue_168_rebind_the_required_zizmor_check_to_the_repository_owned_workflow_app,issue,"[""type:security"", ""type:supply-chain"", ""type:repo-automation"", ""phase:hardening""]",M2 release hardening,must,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Rebind the required zizmor check to the repository-owned workflow app,
.github/generated-issues/169-add-branch-protection-drift-validator-for-strict-required-checks.md,REL-001,Release readiness and architecture gates,project_issue_169_add_branch_protection_drift_validator_for_strict_required_checks,issue,"[""type:security"", ""type:repo-automation"", ""phase:hardening""]",M2 release hardening,must,CI/CD & security,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,todo,Add branch-protection drift validator for strict required checks,
.github/generated-issues/170-reconcile-hugging-face-destination-metadata-with-governed-publication-candidate.md,PUB-001,Publication and dataset release readiness,project_issue_170_reconcile_hugging_face_destination_metadata_with_governed_publication_candidate,issue,"[""type:publication"", ""type:repo-automation"", ""risk:licence"", ""phase:release-gate"", ""status:blocked""]",M2 release hardening,must,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,blocked,Reconcile Hugging Face destination metadata with governed publication candidate,
.github/generated-issues/171-schedule-read-only-hugging-face-destination-metadata-drift-monitoring.md,PUB-001,Publication and dataset release readiness,project_issue_171_schedule_read_only_hugging_face_destination_metadata_drift_monitoring,issue,"[""type:publication"", ""type:repo-automation"", ""risk:licence"", ""phase:hardening"", ""status:implemented""]",M2 release hardening,must,Dashboard & publication,Open this generated draft as a GitHub issue and place it on the matching Project view once repository credentials are available.,done,Schedule read-only Hugging Face destination metadata drift monitoring,
